Class;2.16;2.17;2.18;2.19;2.2;2.21;2.22;2.23;2.24;2.25;2.26;2.27;2.28;2.29;2.3;2.31;2.32;2.33;2.34;2.35;2.36;2.37;2.38;2.39;2.4;2.41;2.42;2.43;2.44;2.45;2.46;2.47;2.48;2.49;2.5;2.51;2.52
A;0.001633333;0.001633333;0.0016;0.001833333;0.001833333;0.002066667;0.002166667;0.002233333;0.002466667;0.002666667;0.003133333;0.003;0.003433333;0.0036;0.003766667;0.004233333;0.004466667;0.004533333;0.004466667;0.0047;0.0046;0.004933333;0.0046;0.004633333;0.004766667;0.0044;0.0042;0.004;0.003766667;0.003533333;0.003566667;0.003133333;0.003066667;0.0028;0.002733333;0.002966667;0.002833333
A;0.001566667;0.001533333;0.001733333;0.001666667;0.0019;0.001766667;0.002066667;0.0021;0.002066667;0.002566667;0.0027;0.003033333;0.003033333;0.003633333;0.003733333;0.003733333;0.004033333;0.004166667;0.004266667;0.0046;0.004533333;0.0046;0.004466667;0.004433333;0.0042;0.004433333;0.0039;0.0039;0.003733333;0.0034;0.003233333;0.0032;0.002966667;0.0028;0.002566667;0.002666667;0.0027
A;0.0012;0.001366667;0.0012;0.001433333;0.001433333;0.001533333;0.001733333;0.001866667;0.002;0.002066667;0.002233333;0.002633333;0.0026;0.002766667;0.003;0.0033;0.003333333;0.003666667;0.003633333;0.003666667;0.003733333;0.004133333;0.004066667;0.003933333;0.004;0.003666667;0.003733333;0.0036;0.003266667;0.003066667;0.003;0.0029;0.002733333;0.002466667;0.002533333;0.0026;0.002366667
A;0.0013;0.001266667;0.0014;0.001433333;0.0016;0.001733333;0.001966667;0.001966667;0.002133333;0.002166667;0.002166667;0.0026;0.002633333;0.002933333;0.002966667;0.003166667;0.0035;0.003633333;0.0039;0.004066667;0.004033333;0.004266667;0.003966667;0.004166667;0.004033333;0.003966667;0.003733333;0.003633333;0.003366667;0.0033;0.0029;0.002833333;0.002533333;0.0026;0.0026;0.002533333;0.002433333
A;0.001433333;0.0014;0.001566667;0.0016;0.001733333;0.0018;0.001933333;0.002133333;0.002333333;0.002366667;0.002466667;0.002866667;0.003133333;0.0032;0.003233333;0.0038;0.0036;0.003833333;0.004266667;0.004266667;0.004433333;0.0043;0.0042;0.004233333;0.004366667;0.004066667;0.004;0.003866667;0.003633333;0.003433333;0.0032;0.0029;0.003066667;0.002766667;0.002733333;0.002633333;0.002633333
A;0.001333333;0.001333333;0.001466667;0.001533333;0.001566667;0.001633333;0.001866667;0.002133333;0.002133333;0.0023;0.0024;0.0026;0.002766667;0.003033333;0.0032;0.003366667;0.003566667;0.003833333;0.004066667;0.004166667;0.004066667;0.004333333;0.004433333;0.0043;0.004266667;0.003966667;0.004066667;0.003833333;0.003433333;0.003333333;0.003;0.002866667;0.002766667;0.002833333;0.0027;0.002566667;0.0025
A;0.001266667;0.001366667;0.0014;0.001333333;0.001466667;0.001566667;0.0017;0.001866667;0.002;0.002;0.0023;0.002266667;0.002533333;0.002933333;0.002866667;0.0031;0.003433333;0.003366667;0.0035;0.004;0.003733333;0.003766667;0.003933333;0.003733333;0.003733333;0.003633333;0.0033;0.003333333;0.0031;0.002966667;0.002866667;0.002633333;0.0027;0.002433333;0.002366667;0.002433333;0.002566667
A;0.0015;0.001633333;0.001566667;0.001533333;0.0018;0.001866667;0.001933333;0.002133333;0.0023;0.0024;0.0028;0.003066667;0.003033333;0.003366667;0.003333333;0.003633333;0.0039;0.004133333;0.004133333;0.004466667;0.004333333;0.004466667;0.004533333;0.004466667;0.004333333;0.0044;0.004333333;0.004;0.003666667;0.0035;0.0036;0.003233333;0.002966667;0.002733333;0.002666667;0.002766667;0.002666667
A;0.0017;0.0016;0.001633333;0.001866667;0.0017;0.001833333;0.0022;0.002033333;0.0023;0.002566667;0.002866667;0.003133333;0.003366667;0.003566667;0.0038;0.003733333;0.0041;0.004433333;0.0047;0.0047;0.004566667;0.004666667;0.0046;0.004533333;0.004333333;0.004066667;0.003966667;0.003866667;0.003566667;0.003466667;0.003166667;0.003133333;0.0028;0.003133333;0.002833333;0.0029;0.0027
A;0.001433333;0.001433333;0.001366667;0.0015;0.001633333;0.001733333;0.001766667;0.0019;0.002;0.002133333;0.002333333;0.002466667;0.002666667;0.002933333;0.003233333;0.003366667;0.0035;0.0036;0.003633333;0.003966667;0.0038;0.004033333;0.0042;0.004166667;0.004;0.004166667;0.0039;0.0035;0.0033;0.0033;0.003066667;0.002766667;0.0026;0.002566667;0.0026;0.0026;0.002566667
A;0.001433333;0.001566667;0.0017;0.001833333;0.0016;0.002033333;0.002066667;0.002033333;0.002433333;0.0026;0.0029;0.0031;0.003333333;0.003766667;0.004133333;0.004166667;0.004333333;0.004566667;0.004666667;0.005133333;0.005033333;0.004933333;0.0051;0.0048;0.004933333;0.004566667;0.0044;0.004333333;0.003766667;0.0037;0.003333333;0.003266667;0.003033333;0.0031;0.002833333;0.002933333;0.0027
A;0.001533333;0.001533333;0.0015;0.001766667;0.0018;0.002033333;0.0021;0.001966667;0.002433333;0.0025;0.002666667;0.002633333;0.002966667;0.003166667;0.0034;0.0038;0.003733333;0.0041;0.0042;0.0043;0.004233333;0.004233333;0.004133333;0.004233333;0.004166667;0.0039;0.003733333;0.003833333;0.0034;0.003166667;0.002933333;0.002833333;0.002633333;0.002833333;0.0027;0.002566667;0.002733333
A;0.001566667;0.0016;0.0018;0.001733333;0.0019;0.0019;0.002066667;0.002266667;0.0023;0.002633333;0.002866667;0.003066667;0.003333333;0.003366667;0.0036;0.004066667;0.004;0.004433333;0.0046;0.004533333;0.004666667;0.0047;0.0046;0.004666667;0.0045;0.004166667;0.0041;0.004;0.003833333;0.003266667;0.003466667;0.0031;0.0032;0.003033333;0.0029;0.002866667;0.0028
A;0.001333333;0.0015;0.0015;0.0015;0.0016;0.001766667;0.001833333;0.001933333;0.0021;0.002366667;0.002533333;0.002666667;0.002766667;0.003166667;0.003466667;0.0035;0.003733333;0.003833333;0.004033333;0.003966667;0.0042;0.0042;0.004466667;0.004233333;0.004133333;0.004066667;0.0039;0.003766667;0.003533333;0.003233333;0.003033333;0.003;0.002933333;0.002533333;0.002766667;0.002533333;0.0025
