Class;5.16;5.18;5.21;5.23;5.26;5.28;5.31;5.33;5.36;5.38;5.41;5.44;5.46;5.49;5.51;5.54;5.56;5.59;5.61;5.64;5.67;5.69;5.72;5.74;5.77;5.79;5.82;5.84;5.87;5.89;5.92;5.95;5.97;6;6.02;6.05;6.07;6.1;6.12
A;6.0;6.0;4.0;6.0;10.0;7.0;7.0;9.0;6.0;6.0;10.0;6.0;5.0;6.0;4.0;8.0;9.0;10.0;9.0;5.0;7.0;8.0;6.0;9.0;6.0;6.0;5.0;4.0;7.0;7.0;13.0;8.0;8.0;11.0;11.0;9.0;3.0;8.0;7.0
A;13.0;8.0;9.0;12.0;5.0;1.0;6.0;9.0;9.0;6.0;7.0;7.0;3.0;4.0;3.0;7.0;9.0;8.0;6.0;8.0;8.0;7.0;12.0;12.0;7.0;6.0;6.0;5.0;6.0;4.0;13.0;10.0;4.0;6.0;5.0;7.0;5.0;5.0;6.0
A;9.0;3.0;2.0;2.0;10.0;5.0;15.0;6.0;11.0;10.0;7.0;8.0;7.0;8.0;5.0;5.0;5.0;10.0;14.0;5.0;8.0;10.0;4.0;10.0;5.0;8.0;4.0;4.0;7.0;7.0;15.0;14.0;9.0;10.0;3.0;9.0;5.0;8.0;7.0
A;4.0;10.0;5.0;6.0;3.0;5.0;6.0;8.0;8.0;5.0;7.0;6.0;11.0;6.0;7.0;9.0;3.0;7.0;6.0;7.0;8.0;6.0;8.0;8.0;6.0;11.0;6.0;9.0;7.0;7.0;4.0;7.0;11.0;6.0;6.0;6.0;6.0;8.0;5.0
A;6.0;4.0;12.0;7.0;0.0;2.0;7.0;5.0;6.0;7.0;9.0;5.0;6.0;7.0;8.0;11.0;10.0;3.0;3.0;6.0;6.0;10.0;9.0;13.0;5.0;6.0;7.0;5.0;7.0;7.0;8.0;7.0;6.0;9.0;5.0;12.0;9.0;7.0;5.0
A;7.0;9.0;6.0;7.0;9.0;7.0;8.0;6.0;6.0;11.0;3.0;5.0;3.0;7.0;6.0;10.0;7.0;13.0;12.0;3.0;7.0;5.0;1.0;10.0;9.0;6.0;10.0;9.0;10.0;14.0;13.0;12.0;14.0;8.0;12.0;7.0;8.0;8.0;5.0
A;11.0;7.0;6.0;6.0;5.0;10.0;3.0;10.0;6.0;13.0;6.0;12.0;10.0;3.0;14.0;7.0;11.0;8.0;7.0;8.0;8.0;9.0;6.0;10.0;12.0;16.0;7.0;9.0;10.0;6.0;9.0;9.0;3.0;6.0;6.0;13.0;3.0;7.0;3.0
A;6.0;7.0;3.0;8.0;6.0;8.0;2.0;6.0;7.0;6.0;13.0;7.0;11.0;9.0;6.0;4.0;9.0;4.0;7.0;14.0;11.0;6.0;6.0;6.0;8.0;7.0;12.0;4.0;10.0;13.0;11.0;15.0;11.0;11.0;14.0;2.0;5.0;6.0;11.0
A;4.0;3.0;5.0;4.0;7.0;13.0;10.0;9.0;9.0;6.0;7.0;4.0;10.0;7.0;3.0;6.0;3.0;6.0;6.0;2.0;8.0;4.0;8.0;5.0;6.0;6.0;12.0;10.0;5.0;8.0;6.0;11.0;11.0;12.0;9.0;6.0;7.0;5.0;4.0
A;7.0;3.0;10.0;10.0;6.0;6.0;6.0;4.0;9.0;5.0;1.0;5.0;8.0;12.0;6.0;6.0;12.0;11.0;16.0;8.0;6.0;7.0;8.0;7.0;4.0;10.0;4.0;10.0;6.0;7.0;6.0;10.0;4.0;8.0;7.0;8.0;6.0;6.0;10.0
A;4.0;5.0;6.0;6.0;6.0;5.0;6.0;6.0;11.0;4.0;3.0;4.0;3.0;5.0;9.0;3.0;5.0;5.0;7.0;5.0;9.0;6.0;6.0;9.0;8.0;9.0;4.0;5.0;14.0;6.0;4.0;9.0;7.0;5.0;7.0;4.0;6.0;13.0;8.0
A;7.0;7.0;11.0;9.0;5.0;3.0;6.0;4.0;5.0;6.0;10.0;10.0;9.0;2.0;8.0;9.0;7.0;5.0;4.0;5.0;9.0;4.0;9.0;6.0;7.0;4.0;6.0;7.0;6.0;12.0;10.0;8.0;10.0;8.0;8.0;8.0;8.0;8.0;8.0
A;14.0;11.0;13.0;11.0;12.0;5.0;7.0;5.0;6.0;8.0;4.0;12.0;5.0;5.0;5.0;10.0;8.0;16.0;8.0;8.0;7.0;6.0;10.0;8.0;7.0;14.0;13.0;10.0;12.0;8.0;10.0;10.0;4.0;11.0;7.0;7.0;11.0;8.0;3.0
A;7.0;2.0;7.0;11.0;7.0;9.0;8.0;8.0;10.0;10.0;8.0;7.0;6.0;4.0;7.0;5.0;8.0;8.0;6.0;4.0;9.0;4.0;5.0;6.0;5.0;6.0;4.0;9.0;14.0;8.0;8.0;9.0;8.0;9.0;10.0;7.0;7.0;7.0;8.0
A;7.0;13.0;10.0;3.0;10.0;6.0;10.0;11.0;8.0;5.0;10.0;6.0;9.0;5.0;8.0;6.0;9.0;11.0;6.0;4.0;9.0;5.0;4.0;9.0;8.0;9.0;6.0;3.0;10.0;8.0;8.0;5.0;11.0;6.0;12.0;5.0;10.0;7.0;7.0
